Year,Country,GDP per capita (current US$),"Life expectancy at birth, total (years)","Population, total",Country Code,Region,Income Group,Lending Type
2018,Solomon Islands,2450.4828877801,70.173,659249.0,SLB,East Asia & Pacific,Lower middle income,IDA
2019,Solomon Islands,2398.77305007963,70.382,674993.0,SLB,East Asia & Pacific,Lower middle income,IDA
2020,Solomon Islands,2222.46211853173,70.199,691191.0,SLB,East Asia & Pacific,Lower middle income,IDA
2021,Solomon Islands,2232.53695397683,70.348,707851.0,SLB,East Asia & Pacific,Lower middle income,IDA
2022,Solomon Islands,2205.25180509148,,724273.0,SLB,East Asia & Pacific,Lower middle income,IDA
2004,Somalia,,50.538,10117354.0,SOM,Sub-Saharan Africa ,Low income,IDA
2005,Somalia,,50.661,10467292.0,SOM,Sub-Saharan Africa ,Low income,IDA
2006,Somalia,,50.597,10784973.0,SOM,Sub-Saharan Africa ,Low income,IDA
2007,Somalia,,50.515,11118092.0,SOM,Sub-Saharan Africa ,Low income,IDA
2008,Somalia,,51.12,11444870.0,SOM,Sub-Saharan Africa ,Low income,IDA
2009,Somalia,,51.853,11730037.0,SOM,Sub-Saharan Africa ,Low income,IDA
2010,Somalia,,50.563,12026649.0,SOM,Sub-Saharan Africa ,Low income,IDA
2011,Somalia,,51.304,12216837.0,SOM,Sub-Saharan Africa ,Low income,IDA
2012,Somalia,,53.161,12440326.0,SOM,Sub-Saharan Africa ,Low income,IDA
2013,Somalia,454.077264239123,53.843,12852485.0,SOM,Sub-Saharan Africa ,Low income,IDA
2014,Somalia,491.189804120376,54.277,13309235.0,SOM,Sub-Saharan Africa ,Low income,IDA
2015,Somalia,507.482915466996,54.857,13763906.0,SOM,Sub-Saharan Africa ,Low income,IDA
2016,Somalia,517.09758150565,55.044,14292847.0,SOM,Sub-Saharan Africa ,Low income,IDA
2017,Somalia,555.185123613189,55.654,14864221.0,SOM,Sub-Saharan Africa ,Low income,IDA
2018,Somalia,537.15929021041,56.375,15411094.0,SOM,Sub-Saharan Africa ,Low income,IDA
2019,Somalia,589.465891901577,57.078,15981300.0,SOM,Sub-Saharan Africa ,Low income,IDA
2020,Somalia,556.578066029269,55.967,16537016.0,SOM,Sub-Saharan Africa ,Low income,IDA
2021,Somalia,576.523678242108,55.28,17065581.0,SOM,Sub-Saharan Africa ,Low income,IDA
2022,Somalia,592.103121972088,,17597511.0,SOM,Sub-Saharan Africa ,Low income,IDA
2004,South Africa,5268.27857621702,54.043,48556071.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2005,South Africa,5893.18707587233,53.98,49017147.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2006,South Africa,6139.58161766664,54.278,49491756.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2007,South Africa,6662.06278541847,54.992,49996094.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2008,South Africa,6251.87742691265,56.022,50565812.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2009,South Africa,6444.18684044519,57.447,51170779.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2010,South Africa,8059.56279824609,58.899,51784921.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2011,South Africa,8737.04126942435,60.651,52443325.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2012,South Africa,8173.8691381716,61.846,53145033.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2013,South Africa,7441.23085399675,62.533,53873616.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2014,South Africa,6965.1378973693,63.38,54729551.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2015,South Africa,6204.92990145846,63.95,55876504.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2016,South Africa,5735.06678717842,64.747,56422274.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2017,South Africa,6734.47515314548,65.402,56641209.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2018,South Africa,7067.72416484458,65.674,57339635.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2019,South Africa,6702.52661666304,66.175,58087055.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2020,South Africa,5753.06649433369,65.252,58801927.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2021,South Africa,7073.61275411821,62.341,59392255.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2022,South Africa,6766.48125429478,,59893885.0,ZAF,Sub-Saharan Africa ,Upper middle income,IBRD
2004,South Sudan,,50.917,7317118.0,SSD,Sub-Saharan Africa ,Low income,IDA
2005,South Sudan,,51.545,7662654.0,SSD,Sub-Saharan Africa ,Low income,IDA
2006,South Sudan,,52.016,8029517.0,SSD,Sub-Saharan Africa ,Low income,IDA
2007,South Sudan,,52.856,8417823.0,SSD,Sub-Saharan Africa ,Low income,IDA
2008,South Sudan,1653.04153713909,53.538,8823888.0,SSD,Sub-Saharan Africa ,Low income,IDA
2009,South Sudan,1325.2750772158,53.891,9229227.0,SSD,Sub-Saharan Africa ,Low income,IDA
2010,South Sudan,1503.13388901082,54.812,9714419.0,SSD,Sub-Saharan Africa ,Low income,IDA
2011,South Sudan,1455.35840718862,54.94,10243050.0,SSD,Sub-Saharan Africa ,Low income,IDA
2012,South Sudan,1114.92372260191,55.865,10701604.0,SSD,Sub-Saharan Africa ,Low income,IDA
2013,South Sudan,1659.14078728478,55.751,11106031.0,SSD,Sub-Saharan Africa ,Low income,IDA
2014,South Sudan,1245.14931107226,54.973,11213284.0,SSD,Sub-Saharan Africa ,Low income,IDA
2015,South Sudan,1071.77776475545,55.566,11194299.0,SSD,Sub-Saharan Africa ,Low income,IDA
2016,South Sudan,,55.544,11066105.0,SSD,Sub-Saharan Africa ,Low income,IDA
2017,South Sudan,,55.309,10658226.0,SSD,Sub-Saharan Africa ,Low income,IDA
2018,South Sudan,,55.95,10395329.0,SSD,Sub-Saharan Africa ,Low income,IDA
2019,South Sudan,,55.912,10447666.0,SSD,Sub-Saharan Africa ,Low income,IDA
2020,South Sudan,,55.48,10606227.0,SSD,Sub-Saharan Africa ,Low income,IDA
2021,South Sudan,,54.975,10748272.0,SSD,Sub-Saharan Africa ,Low income,IDA
2022,South Sudan,,,10913164.0,SSD,Sub-Saharan Africa ,Low income,IDA
2004,Spain,24907.0008505856,79.8707317073171,42921895.0,ESP,Europe & Central Asia,High income,Not classified
2005,Spain,26429.1509449319,80.1707317073171,43653155.0,ESP,Europe & Central Asia,High income,Not classified
2006,Spain,28389.0785799873,80.8219512195122,44397319.0,ESP,Europe & Central Asia,High income,Not classified
2007,Spain,32591.3503065871,80.8731707317073,45226803.0,ESP,Europe & Central Asia,High income,Not classified
2008,Spain,35510.7222312701,81.1756097560976,45954106.0,ESP,Europe & Central Asia,High income,Not classified
2009,Spain,32169.5028548583,81.4756097560976,46362946.0,ESP,Europe & Central Asia,High income,Not classified
2010,Spain,30532.4805081656,81.6268292682927,46576897.0,ESP,Europe & Central Asia,High income,Not classified
2011,Spain,31677.9003083652,82.4756097560976,46742697.0,ESP,Europe & Central Asia,High income,Not classified
2012,Spain,28322.9465923276,82.4268292682927,46773055.0,ESP,Europe & Central Asia,High income,Not classified
2013,Spain,29077.1820557563,83.0780487804878,46620045.0,ESP,Europe & Central Asia,High income,Not classified
2014,Spain,29513.6511800405,83.2292682926829,46480882.0,ESP,Europe & Central Asia,High income,Not classified
2015,Spain,25754.36102944,82.8317073170732,46444832.0,ESP,Europe & Central Asia,High income,Not classified
2016,Spain,26537.1594894542,83.3292682926829,46484062.0,ESP,Europe & Central Asia,High income,Not classified
2017,Spain,28185.3213671969,83.2829268292683,46593236.0,ESP,Europe & Central Asia,High income,Not classified
2018,Spain,30379.7211126422,83.4317073170732,46797754.0,ESP,Europe & Central Asia,High income,Not classified
2019,Spain,29581.5185513299,83.8317073170732,47134837.0,ESP,Europe & Central Asia,High income,Not classified
2020,Spain,26984.2962770279,82.3317073170732,47365655.0,ESP,Europe & Central Asia,High income,Not classified
2021,Spain,30488.8209528797,83.1780487804878,47415794.0,ESP,Europe & Central Asia,High income,Not classified
2022,Spain,29674.5442864413,,47778340.0,ESP,Europe & Central Asia,High income,Not classified
2004,Sri Lanka,1060.1369431645,67.091,19490431.0,LKA,South Asia,Lower middle income,IDA
2005,Sri Lanka,1240.51831220036,72.118,19673866.0,LKA,South Asia,Lower middle income,IDA
2006,Sri Lanka,1423.19062070134,71.969,19870706.0,LKA,South Asia,Lower middle income,IDA
2007,Sri Lanka,1611.17558723051,72.049,20078655.0,LKA,South Asia,Lower middle income,IDA
2008,Sri Lanka,2007.02665500962,71.729,20285643.0,LKA,South Asia,Lower middle income,IDA
2009,Sri Lanka,2053.76645085487,69.187,20482477.0,LKA,South Asia,Lower middle income,IDA
2010,Sri Lanka,2836.97410911231,73.215,20668557.0,LKA,South Asia,Lower middle income,IDA
2011,Sri Lanka,3248.0402104632,73.38,20859743.0,LKA,South Asia,Lower middle income,IDA
2012,Sri Lanka,3351.89247576451,73.906,21017147.0,LKA,South Asia,Lower middle income,IDA
2013,Sri Lanka,3643.83244664348,74.239,21131756.0,LKA,South Asia,Lower middle income,IDA
2014,Sri Lanka,3885.62361617465,74.651,21239457.0,LKA,South Asia,Lower middle income,IDA
2015,Sri Lanka,3990.35311739446,74.927,21336697.0,LKA,South Asia,Lower middle income,IDA
2016,Sri Lanka,4107.82977539914,75.331,21425494.0,LKA,South Asia,Lower middle income,IDA
2017,Sri Lanka,4388.20190593728,75.403,21506813.0,LKA,South Asia,Lower middle income,IDA
2018,Sri Lanka,4360.58473469252,75.748,21670000.0,LKA,South Asia,Lower middle income,IDA
2019,Sri Lanka,4082.69404871533,76.008,21803000.0,LKA,South Asia,Lower middle income,IDA
2020,Sri Lanka,3852.38909102194,76.393,21919000.0,LKA,South Asia,Lower middle income,IDA
2021,Sri Lanka,3996.57199501251,76.399,22156000.0,LKA,South Asia,Lower middle income,IDA
2022,Sri Lanka,3354.38340757565,,22181000.0,LKA,South Asia,Lower middle income,IDA
2004,St. Kitts and Nevis,10882.3529411765,71.303,46580.0,KNA,Latin America & Caribbean ,High income,IBRD
2005,St. Kitts and Nevis,11711.1547074094,71.362,46725.0,KNA,Latin America & Caribbean ,High income,IBRD
2006,St. Kitts and Nevis,13747.8093359819,71.288,46874.0,KNA,Latin America & Caribbean ,High income,IBRD
2007,St. Kitts and Nevis,14660.9632071719,71.367,47015.0,KNA,Latin America & Caribbean ,High income,IBRD
2008,St. Kitts and Nevis,16491.8850906212,71.374,47156.0,KNA,Latin America & Caribbean ,High income,IBRD
2009,St. Kitts and Nevis,16374.256885994,71.393,47286.0,KNA,Latin America & Caribbean ,High income,IBRD
2010,St. Kitts and Nevis,16427.6210053903,71.27,47403.0,KNA,Latin America & Caribbean ,High income,IBRD
2011,St. Kitts and Nevis,17571.984460028,71.538,47581.0,KNA,Latin America & Caribbean ,High income,IBRD
2012,St. Kitts and Nevis,17293.8060527894,71.669,47727.0,KNA,Latin America & Caribbean ,High income,IBRD
2013,St. Kitts and Nevis,18315.914675326,71.457,47767.0,KNA,Latin America & Caribbean ,High income,IBRD
2014,St. Kitts and Nevis,19945.3151701577,70.966,47789.0,KNA,Latin America & Caribbean ,High income,IBRD
2015,St. Kitts and Nevis,20025.652352499,70.763,47790.0,KNA,Latin America & Caribbean ,High income,IBRD
2016,St. Kitts and Nevis,21079.520970707,71.74,47788.0,KNA,Latin America & Caribbean ,High income,IBRD
2017,St. Kitts and Nevis,22148.5124341669,71.84,47785.0,KNA,Latin America & Caribbean ,High income,IBRD
2018,St. Kitts and Nevis,22533.8820531551,71.467,47761.0,KNA,Latin America & Caribbean ,High income,IBRD
2019,St. Kitts and Nevis,23204.9705641255,71.572,47712.0,KNA,Latin America & Caribbean ,High income,IBRD
2020,St. Kitts and Nevis,18553.6571372598,71.627,47642.0,KNA,Latin America & Caribbean ,High income,IBRD
2021,St. Kitts and Nevis,18035.3861402469,71.682,47606.0,KNA,Latin America & Caribbean ,High income,IBRD
2022,St. Kitts and Nevis,20262.2671364514,,47657.0,KNA,Latin America & Caribbean ,High income,IBRD
2004,St. Lucia,6494.60034867886,72.028,164239.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2005,St. Lucia,6866.09238723686,72.245,165386.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2006,St. Lucia,7618.90541950613,72.465,166470.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2007,St. Lucia,7975.79254059155,72.599,167518.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2008,St. Lucia,8528.68208470429,72.698,168576.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2009,St. Lucia,8259.32233799025,72.722,169688.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2010,St. Lucia,8672.21566785729,72.72,170935.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2011,St. Lucia,9110.75181022028,72.944,172145.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2012,St. Lucia,9231.57625405725,72.882,173124.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2013,St. Lucia,9542.71357425779,72.735,173978.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2014,St. Lucia,10007.1445097875,72.864,174804.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2015,St. Lucia,10290.3715682224,73.138,175623.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2016,St. Lucia,10574.3865772889,73.112,176413.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2017,St. Lucia,11270.4747103578,73.127,177163.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2018,St. Lucia,11563.8304251364,73.357,177888.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2019,St. Lucia,11773.4274818992,73.445,178583.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2020,St. Lucia,8951.52476578187,73.416,179237.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2021,St. Lucia,10916.2270797887,71.111,179651.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2022,St. Lucia,13030.9284804245,,179857.0,LCA,Latin America & Caribbean ,Upper middle income,Blend
2004,St. Martin (French part),,77.384,32697.0,MAF,Latin America & Caribbean ,High income,Not classified
2005,St. Martin (French part),,77.555,33452.0,MAF,Latin America & Caribbean ,High income,Not classified
2006,St. Martin (French part),,77.726,34183.0,MAF,Latin America & Caribbean ,High income,Not classified
2007,St. Martin (French part),,77.892,34887.0,MAF,Latin America & Caribbean ,High income,Not classified
2008,St. Martin (French part),,78.068,35541.0,MAF,Latin America & Caribbean ,High income,Not classified
2009,St. Martin (French part),,78.236,36132.0,MAF,Latin America & Caribbean ,High income,Not classified
2010,St. Martin (French part),,78.406,36458.0,MAF,Latin America & Caribbean ,High income,Not classified
2011,St. Martin (French part),21344.5873046446,78.827,36350.0,MAF,Latin America & Caribbean ,High income,Not classified
2012,St. Martin (French part),,79.022,36026.0,MAF,Latin America & Caribbean ,High income,Not classified
2013,St. Martin (French part),,78.908,35639.0,MAF,Latin America & Caribbean ,High income,Not classified
2014,St. Martin (French part),21920.0237806503,79.966,35261.0,MAF,Latin America & Caribbean ,High income,Not classified
2015,St. Martin (French part),,79.309,35020.0,MAF,Latin America & Caribbean ,High income,Not classified
2016,St. Martin (French part),,79.475,34811.0,MAF,Latin America & Caribbean ,High income,Not classified
2017,St. Martin (French part),,78.59,34496.0,MAF,Latin America & Caribbean ,High income,Not classified
2018,St. Martin (French part),,80.614,33852.0,MAF,Latin America & Caribbean ,High income,Not classified
2019,St. Martin (French part),19691.6167115689,79.983,33121.0,MAF,Latin America & Caribbean ,High income,Not classified
2020,St. Martin (French part),,80.149,32553.0,MAF,Latin America & Caribbean ,High income,Not classified
2021,St. Martin (French part),20320.7168789132,80.379,31948.0,MAF,Latin America & Caribbean ,High income,Not classified
2022,St. Martin (French part),,,31791.0,MAF,Latin America & Caribbean ,High income,Not classified
2004,St. Vincent and the Grenadines,4883.31366497216,73.035,112608.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2005,St. Vincent and the Grenadines,5176.12814656807,73.516,112043.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2006,St. Vincent and the Grenadines,5775.0917474952,74.017,111427.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2007,St. Vincent and the Grenadines,6439.00839769966,74.703,110824.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2008,St. Vincent and the Grenadines,6641.49587783512,75.053,110316.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2009,St. Vincent and the Grenadines,6503.09777184322,75.083,109840.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2010,St. Vincent and the Grenadines,6590.98957888616,74.718,109308.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2011,St. Vincent and the Grenadines,6566.482713176,74.596,108703.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2012,St. Vincent and the Grenadines,6754.37018395671,74.146,108083.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2013,St. Vincent and the Grenadines,7117.55476276649,73.798,107450.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2014,St. Vincent and the Grenadines,7210.60311284047,74.473,106912.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2015,St. Vincent and the Grenadines,7386.74663845115,74.407,106482.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2016,St. Vincent and the Grenadines,7684.79283998852,74.28,105963.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2017,St. Vincent and the Grenadines,7996.63698412147,74.305,105549.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2018,St. Vincent and the Grenadines,8399.70773102107,74.128,105281.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2019,St. Vincent and the Grenadines,8680.25110238522,72.835,104924.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2020,St. Vincent and the Grenadines,8306.36049307201,72.126,104632.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2021,St. Vincent and the Grenadines,8360.0642393726,69.629,104332.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2022,St. Vincent and the Grenadines,9125.32477064743,,103948.0,VCT,Latin America & Caribbean ,Upper middle income,Blend
2004,Sudan,737.122802734375,56.773,28831550.0,SDN,Sub-Saharan Africa ,Low income,IDA
2005,Sudan,945.689697265625,57.279,29540577.0,SDN,Sub-Saharan Africa ,Low income,IDA
2006,Sudan,1179.89831542969,60.281,30332968.0,SDN,Sub-Saharan Africa ,Low income,IDA
2007,Sudan,1500.67309570313,61.256,31191163.0,SDN,Sub-Saharan Africa ,Low income,IDA
2008,Sudan,1585.58239746094,61.206,32065241.0,SDN,Sub-Saharan Africa ,Low income,IDA
